global_step,epoch,loss,learning_rate,correctness_reward,format_reward,total_reward,num_samples
67,0.536,0.025530390441417694,2.3600000000000003e-06,0.6820817589759827,0.5833333333333333,0.7987484256426493,4
68,0.544,0.03232497721910477,2.3200000000000002e-06,0.5587151795625687,1.0,0.7587151795625686,4
69,0.552,0.03168657422065735,2.28e-06,0.8725170940160751,1.0,1.072517094016075,4
70,0.56,0.03232799097895622,2.24e-06,0.7260852754116058,0.41666666666666663,0.8094186087449391,4
71,0.568,0.02789197862148285,2.2e-06,0.4621623754501343,1.0,0.6621623754501342,4
72,0.576,0.025172274559736252,2.16e-06,0.7742553055286407,0.6666666666666666,0.907588638861974,4
73,0.584,0.02673470601439476,2.12e-06,0.7899918258190155,0.6666666666666666,0.9233251591523488,4
74,0.592,0.028013113886117935,2.08e-06,0.6809801906347275,0.5833333333333334,0.7976468573013942,4
75,0.6,0.025760021060705185,2.04e-06,0.7353491485118866,0.5833333333333334,0.8520158151785533,4
76,0.608,0.02435094304382801,2.0000000000000003e-06,0.6373056992888451,0.49999999999999994,0.7373056992888449,4
77,0.616,0.022904181852936745,1.9600000000000003e-06,0.7413154989480972,0.5833333333333333,0.8579821656147638,4
78,0.624,0.02408090978860855,1.9200000000000003e-06,0.7610844522714615,0.8333333333333333,0.9277511189381282,4
79,0.632,0.021511875092983246,1.8800000000000002e-06,0.7517818510532379,0.5833333333333333,0.8684485177199045,4
80,0.64,0.02286367118358612,1.8400000000000002e-06,0.7510108053684235,0.41666666666666663,0.8343441387017567,4
81,0.648,0.02478630840778351,1.8000000000000001e-06,0.7488215863704681,0.8333333333333333,0.9154882530371348,4
82,0.656,0.021446827799081802,1.76e-06,0.8054781258106232,0.6666666666666666,0.9388114591439565,4
83,0.664,0.02288844808936119,1.72e-06,0.5934241861104965,0.8333333333333333,0.7600908527771633,4
84,0.672,0.025667531415820122,1.6800000000000002e-06,0.6783958375453949,0.7499999999999999,0.8283958375453949,4
85,0.68,0.02400974929332733,1.6400000000000002e-06,0.7267116904258728,0.9166666666666666,0.910045023759206,4
86,0.688,0.027304425835609436,1.6000000000000001e-06,0.7221680879592896,0.6666666666666666,0.8555014212926229,4
87,0.696,0.024184899404644966,1.56e-06,0.6706261038780212,0.9166666666666666,0.8539594372113546,4
88,0.704,0.021761026233434677,1.52e-06,0.7390200197696686,0.49999999999999994,0.8390200197696684,4
89,0.712,0.021079931408166885,1.48e-06,0.5759235322475433,0.5,0.6759235322475433,4
90,0.72,0.021563390269875526,1.44e-06,0.8211300373077393,0.8333333333333333,0.9877967039744059,4
91,0.728,0.021539075300097466,1.4000000000000001e-06,0.7530898004770279,0.9166666666666666,0.9364231338103612,4
92,0.736,0.023809492588043213,1.3600000000000001e-06,0.9008853584527969,0.5833333333333333,1.0175520251194636,4
93,0.744,0.026008810847997665,1.32e-06,0.8093829602003098,1.0,1.0093829602003097,4
94,0.752,0.020003341138362885,1.28e-06,0.8646615296602249,0.7499999999999999,1.0146615296602248,4
95,0.76,0.023257778957486153,1.2400000000000002e-06,0.668784573674202,0.5833333333333333,0.7854512403408686,4
96,0.768,0.01989227905869484,1.2000000000000002e-06,0.8424808233976364,0.9166666666666666,1.0258141567309698,4
97,0.776,0.01907847821712494,1.1600000000000001e-06,0.6381931006908417,0.8333333333333333,0.8048597673575083,4
98,0.784,0.02295033447444439,1.12e-06,0.6252639442682266,0.7499999999999999,0.7752639442682266,4
99,0.792,0.022925984114408493,1.08e-06,0.6710744649171829,0.41666666666666663,0.7544077982505163,4
100,0.8,0.021093368530273438,1.04e-06,0.7125437557697296,0.9166666666666666,0.895877089103063,4
101,0.808,0.02164425328373909,1.0000000000000002e-06,0.8076176345348358,0.7499999999999999,0.9576176345348358,4
102,0.816,0.02531721442937851,9.600000000000001e-07,0.9000657796859741,0.75,1.050065779685974,4
103,0.824,0.02399713359773159,9.200000000000001e-07,0.6946906894445419,1.0,0.8946906894445419,4
104,0.832,0.022891785949468613,8.8e-07,0.7598896622657776,0.6666666666666666,0.8932229955991109,4
105,0.84,0.019670724868774414,8.400000000000001e-07,0.7601458430290222,0.5,0.8601458430290222,4
106,0.848,0.018308434635400772,8.000000000000001e-07,0.9094456732273102,0.5833333333333333,1.0261123398939769,4
107,0.856,0.02359330654144287,7.6e-07,0.8035329133272171,0.7499999999999999,0.953532913327217,4
108,0.864,0.0206092968583107,7.2e-07,0.6423392742872238,0.49999999999999994,0.7423392742872237,4
109,0.872,0.019550926983356476,6.800000000000001e-07,0.6995721757411957,0.8333333333333333,0.8662388424078623,4
110,0.88,0.021343007683753967,6.4e-07,0.6781239882111549,0.6666666666666666,0.8114573215444882,4
111,0.888,0.018509570509195328,6.000000000000001e-07,0.7382819503545761,0.49999999999999994,0.838281950354576,4
112,0.896,0.02049657143652439,5.6e-07,0.8445760905742645,0.7499999999999999,0.9945760905742645,4
113,0.904,0.018142441287636757,5.2e-07,0.7385062873363495,0.41666666666666663,0.8218396206696827,4
114,0.912,0.016463708132505417,4.800000000000001e-07,0.7138049006462097,0.6666666666666666,0.847138233979543,4
115,0.92,0.02207830548286438,4.4e-07,0.6297069489955902,0.9166666666666666,0.8130402823289236,4
116,0.928,0.02115963213145733,4.0000000000000003e-07,0.771136149764061,0.5833333333333333,0.8878028164307276,4
117,0.936,0.019748283550143242,3.6e-07,0.7522946000099182,0.49999999999999994,0.8522946000099181,4
118,0.944,0.02569625899195671,3.2e-07,0.8753631114959717,0.6666666666666666,1.008696444829305,4
119,0.952,0.0211031474173069,2.8e-07,0.34077418441302143,0.75,0.4907741844130214,4
120,0.96,0.017939463257789612,2.4000000000000003e-07,0.9274063855409622,0.5833333333333333,1.044073052207629,4
121,0.968,0.018016841262578964,2.0000000000000002e-07,0.7442350685596466,0.75,0.8942350685596465,4
122,0.976,0.020026443526148796,1.6e-07,0.8480015695095062,0.5833333333333333,0.9646682361761728,4
123,0.984,0.018915915861725807,1.2000000000000002e-07,0.685001015663147,0.5833333333333333,0.8016676823298136,4
124,0.992,0.019929442554712296,8e-08,0.7197598516941071,0.5,0.8197598516941071,4
125,1.0,0.021543508395552635,4e-08,0.7616099417209625,0.49999999999999994,0.8616099417209624,4
125,1.0,,,0.7616099417209625,0.49999999999999994,0.8616099417209624,4
