global_step,epoch,loss,learning_rate,correctness_reward,format_reward,total_reward,num_samples
1,0.002,0.10039785504341125,0.0,0.8157818466424942,0.8333333333333333,0.9824485133091608,4
2,0.004,-0.02470949850976467,2.0000000000000002e-07,0.4123178478330374,0.6666666666666666,0.5456511811663707,4
3,0.006,-0.033123597502708435,4.0000000000000003e-07,0.6477394104003906,0.5833333333333333,0.7644060770670573,4
4,0.008,-0.035250481218099594,6.000000000000001e-07,0.6556415855884552,0.5833333333333333,0.7723082522551219,4
5,0.01,0.1248103529214859,8.000000000000001e-07,0.449721809476614,1.0,0.649721809476614,4
6,0.012,0.10604071617126465,1.0000000000000002e-06,0.7006409168243408,0.5833333333333333,0.8173075834910075,4
7,0.014,-0.12095100432634354,1.2000000000000002e-06,0.5107104126363993,0.75,0.6607104126363993,4
8,0.016,2.086162567138672e-07,1.4000000000000001e-06,0.5037250220775604,0.6666666666666666,0.6370583554108937,4
9,0.018,0.09516819566488266,1.6000000000000001e-06,0.4464184194803238,0.8333333333333333,0.6130850861469904,4
10,0.02,-0.0324031300842762,1.8000000000000001e-06,0.5418127328157425,0.9166666666666666,0.7251460661490758,4
11,0.022,0.0,2.0000000000000003e-06,0.21962283365428448,0.5833333333333333,0.3362895003209511,4
12,0.024,-0.013216200284659863,2.2e-06,0.5177095830440521,0.75,0.667709583044052,4
13,0.026,5.960464477539063e-08,2.4000000000000003e-06,0.4234686344861984,0.6666666666666666,0.5568019678195317,4
14,0.028,0.03831928223371506,2.6e-06,0.6666304171085358,0.8333333333333334,0.8332970837752024,4
15,0.03,0.08807110786437988,2.8000000000000003e-06,0.7066914886236191,0.75,0.856691488623619,4
16,0.032,-0.07184295356273651,3e-06,0.6026196479797363,0.8333333333333333,0.769286314646403,4
17,0.034,-0.005366594064980745,3.2000000000000003e-06,0.5884008705615997,0.6666666666666666,0.721734203894933,4
18,0.036,0.10301625728607178,3.4000000000000005e-06,0.822540894150734,0.6666666666666666,0.9558742274840673,4
19,0.038,0.034599512815475464,3.6000000000000003e-06,0.5805777981877327,0.8333333333333333,0.7472444648543993,4
20,0.04,0.06601963937282562,3.8000000000000005e-06,0.5052210539579391,0.5833333333333333,0.6218877206246058,4
21,0.042,-0.0579824224114418,4.000000000000001e-06,0.5862723365426064,0.75,0.7362723365426063,4
22,0.044,0.269066721200943,4.2000000000000004e-06,0.4291021004319191,0.6666666666666666,0.5624354337652524,4
23,0.046,-0.15991507470607758,4.4e-06,0.38347385078668594,0.6666666666666666,0.5168071841200192,4
24,0.048,1.8129746592876472e-07,4.600000000000001e-06,0.5016748607158661,0.6666666666666666,0.6350081940491994,4
25,0.05,0.05539470538496971,4.800000000000001e-06,0.3381643109023571,0.75,0.48816431090235707,4
26,0.052,0.09011708199977875,5e-06,0.5182869583368301,0.6666666666666666,0.6516202916701634,4
27,0.054,0.020029932260513306,4.989473684210527e-06,0.39013250917196274,0.75,0.5401325091719626,4
28,0.056,0.05083220824599266,4.978947368421053e-06,0.769491896033287,0.6666666666666666,0.9028252293666204,4
29,0.058,-0.004769572056829929,4.968421052631579e-06,0.5836209356784821,0.8333333333333334,0.7502876023451487,4
30,0.06,0.11818795651197433,4.957894736842106e-06,0.6323691457509995,0.75,0.7823691457509994,4
31,0.062,-0.045831579715013504,4.947368421052632e-06,0.743905782699585,0.8333333333333333,0.9105724493662516,4
32,0.064,1.0927518445669193e-07,4.936842105263158e-06,0.20652437582612038,0.75,0.35652437582612034,4
33,0.066,0.15371011197566986,4.926315789473685e-06,0.510909128934145,0.6666666666666666,0.6442424622674783,4
34,0.068,0.04396330937743187,4.915789473684211e-06,0.6114775538444519,0.6666666666666666,0.7448108871777852,4
35,0.07,-0.07183478772640228,4.905263157894737e-06,0.6751503050327301,0.6666666666666666,0.8084836383660634,4
36,0.072,-0.1465107500553131,4.894736842105264e-06,0.2501039640046656,0.6666666666666666,0.3834372973379989,4
37,0.074,0.05063389614224434,4.88421052631579e-06,0.4262526333332062,0.8333333333333333,0.5929192999998728,4
38,0.076,0.0522296167910099,4.873684210526316e-06,0.6920572370290756,0.9166666666666666,0.875390570362409,4
39,0.078,0.0032334420830011368,4.863157894736843e-06,0.6042527407407761,0.6666666666666666,0.7375860740741094,4
40,0.08,0.0030505124013870955,4.852631578947369e-06,0.45533136278390884,0.9166666666666666,0.6386646961172422,4
41,0.082,0.08708272874355316,4.842105263157895e-06,0.5757944285869598,0.75,0.7257944285869598,4
42,0.084,0.05650509148836136,4.831578947368422e-06,0.648398831486702,0.8333333333333333,0.8150654981533686,4
43,0.086,-0.09338656812906265,4.821052631578948e-06,0.5523778051137924,0.8333333333333333,0.719044471780459,4
44,0.088,-0.06968475878238678,4.8105263157894735e-06,0.49936493486166,0.6666666666666666,0.6326982681949933,4
45,0.09,0.016666466370224953,4.800000000000001e-06,0.6609738022089005,0.5,0.7609738022089004,4
46,0.092,0.09636663645505905,4.789473684210527e-06,0.31879474967718124,0.9166666666666666,0.5021280830105146,4
47,0.094,-0.010736623778939247,4.778947368421053e-06,0.6195605248212814,0.8333333333333334,0.7862271914879481,4
48,0.096,-0.0689423531293869,4.76842105263158e-06,0.6589730083942413,0.75,0.8089730083942412,4
49,0.098,-0.15412801504135132,4.757894736842106e-06,0.3533048443496227,0.5833333333333333,0.46997151101628937,4
50,0.1,0.04392077028751373,4.747368421052632e-06,0.46407219767570496,0.6666666666666666,0.5974055310090383,4
51,0.102,-0.12554244697093964,4.736842105263158e-06,0.6018154323101044,0.5833333333333333,0.7184820989767711,4
52,0.104,0.11555816978216171,4.726315789473684e-06,0.5884724631905556,0.5833333333333333,0.7051391298572223,4
53,0.106,-0.029187869280576706,4.71578947368421e-06,0.709307461977005,0.75,0.8593074619770049,4
54,0.108,4.967053612858763e-08,4.705263157894738e-06,0.3650805912911892,0.5833333333333333,0.48174725795785583,4
55,0.11,0.07177402824163437,4.694736842105264e-06,0.6607209742069244,0.9166666666666666,0.8440543075402578,4
56,0.112,0.11142673343420029,4.68421052631579e-06,0.5519928112626076,0.6666666666666666,0.6853261445959409,4
57,0.114,0.0030493331141769886,4.6736842105263166e-06,0.364568118005991,0.6666666666666666,0.4979014513393243,4
58,0.116,-0.096895731985569,4.663157894736842e-06,0.6890491843223572,0.8333333333333333,0.8557158509890238,4
59,0.118,0.013772844336926937,4.652631578947368e-06,0.5904051512479782,0.75,0.7404051512479781,4
60,0.12,-0.033414456993341446,4.642105263157895e-06,0.5630427300930023,1.0,0.7630427300930023,4
61,0.122,-0.004101064521819353,4.631578947368421e-06,0.7423649430274963,0.6666666666666666,0.8756982763608296,4
62,0.124,0.0725458487868309,4.621052631578948e-06,0.5981054753065109,0.75,0.7481054753065108,4
63,0.126,0.029964610934257507,4.6105263157894745e-06,0.49439143389463425,0.8333333333333333,0.6610581005613009,4
64,0.128,-0.3989756107330322,4.600000000000001e-06,0.406542394310236,0.75,0.5565423943102359,4
65,0.13,0.03458746522665024,4.589473684210526e-06,0.7209879755973816,0.75,0.8709879755973815,4
